country_code;customs_code;location_code;description
AR;001;10056;TERMINAL 5
AR;001;10057;TERMINAL 1 2 Y 3
AR;001;10068;TERMINAL 4
AR;001;10073;TERMINAL SUR
AR;001;11002;AVELLANEDA SUR
AR;001;11003;DEPOSITO MOREIRO HNOS SRL
AR;001;11005;SAF
AR;001;11007;CAPITAN CORTES MADERO
AR;001;1100C;SIR HOME SA
AR;001;1100E;DEFIBE SA
AR;001;1100F;DEFISA PUERTO
AR;001;1100L;FRIO DOCK SA
AR;001;1100P;BAJO CERO SA
AR;001;1100S;DEPOSITO FISCAL MURCAN S A
AR;001;1100V;LOGISTICA CENTRAL SA
AR;001;1100Z;DEPOSITO FISCAL CENSER
AR;001;11012;FEPORT SA
AR;001;1101E;MERCOCARGA SA
AR;001;1101N;LOGISTICA MILO SA
AR;001;1101Y;LOGISTICS PLATFORMS INVESTMENT SA
AR;001;11021;LO PRIMO I
AR;001;11028;UNIV. CARGAS
AR;001;1103B;ANTIVARI SACI
AR;001;1104D;DEFIBA CONTENEDORES
AR;001;1104F;MEGATOM SA
AR;001;1105E;MURCHISON
AR;001;11069;DEP FISCAL DHL
AR;001;11070;TERMINAL PANAMERICANA SA
AR;001;11080;NTRA SRA ASUNCION
AR;001;11094;COAMTRA SA
AR;001;11096;TEFASA I
AR;001;11098;TRANSPORTES PATRON SACIF
AR;001;1109B;TERBASA
AR;001;1109C;BUERAS
AR;001;11101;LOGEXPOR
AR;001;11109;LOGINTER SA
AR;001;11112;LOINEX SA
AR;001;11113;TRANSPORTES MONTALVAN SA
AR;001;1111M;MEGATOM II
AR;001;11201;ABBOTT LABORATORIES
AR;001;11B36;CORVALAN
AR;001;11H03;CORREO ARG.RETIRO
AR;001;11N03;DIREXA SA
AR;001;11X2E;GEN POL
AR;001;11Z03;CORREO ARG.MTE.GRANDE
AR;001;11Z08;GEMEZ SA BARRACAS
AR;001;11Z09;GEMEZ SA
AR;001;11Z0E;DEFIBA PUERTO
AR;001;11Z22;LO PRIMO III
AR;001;11Z2E;DODERO
AR;001;11Z2F;DODERO TIGRE
AR;001;11Z96;TEFASA II
AR;001;1200H;MINISTERIO DE DEFENSA
AR;001;12026;LIBERTADOR MOTORS
AR;001;1202H;COTO CENTRO INTEGRAL DE COMERC SA
AR;001;12031;PRODMET
AR;001;12090;EDITORIAL PERFIL
AR;001;1403N;GATE PRIORITY SA
AR;001;42001;TALLERES NAVALES DAR N S.A.
AR;001;42952;DARSENA SUR ESTE (A.G.P)
AR;001;60016;DIV CONTROL Y FISCALIZ OPERATIVA 1
AR;001;6001G;DIV CONTROL Y FISCALIZ OPERATIVA 2
AR;001;60100;MUELLE INT. TIGRE
AR;001;60200;SEC ZONA SUR Y DEPOSITOS JURISDIC
AR;001;60400;OFICINA DOCK SUD
AR;001;60500;SECC. ZONA TIGRE
AR;001;60600;TERMINAL BUQUEBUS
AR;001;60700;TERMINAL BENITO QUINQUELA MARTIN
AR;001;60800;TERMINAL COLONIA EXPRESS
AR;001;60Z4B;DESTACAMENTO DIQUE 1
AR;001;75002;KCK
AR;001;7500O;BAYER SA
AR;001;7501P;SIGNIFY ARGENITNA SA
AR;001;7502L;SIEMENS SA
AR;001;7505G;SADESA S.A.
AR;001;7506A;SIEMENS ENERGY SA
AR;001;7506C;PHILIPS ARGENTINA S A
AR;001;75095;FIAT AUTO ARGENTINA S.A.
AR;001;75111;ABBOTT LABORATORIES ARG. S.A.
AR;001;75A01;KIMBERLY CLARK ARG. S.A.
AR;001;75GMA;GENERAL MOTORS ARG. S.A.
AR;001;7602C;PEUGEOT CITROEN ARG. S.A.
AR;001;76034;FORD ARGENTINA S.C.A.
AR;001;7603C;MERCEDES BENZ ARGENTINA S A
AR;001;76A02;VOLKSWAGEN ARGENTINA S.A.
AR;003;11S21;TERM PORT PATAGONIA NORTE SA
AR;003;20GPI;ZPCA ZF GRAL PICO
AR;003;4200P;ZPA PTO ING WHITE
AR;003;4200Q;ZPA PTO GALVAN
AR;003;4200Z;ZONA PRIMARIA MAYOR BURATOVICH
AR;003;60001;CGP ING WHITE MUELLE 17 18
AR;003;60002;CGP ING WHITE MUELLE 19 20
AR;003;60003;CGP ING WHITE MUELLE 5 Y 6
AR;003;60004;CGP ING WHITE MUELLE 7 Y 8
AR;003;60005;CGP ING WHITE MUELLE 9
AR;003;60007;MUELLE CARGILL
AR;003;60009;GLENCORE CEREALES
AR;003;6000B;MUELLE LOUIS DRAYFUS
AR;003;6000Y;POSTA N 3 PARA INFLAMABLES
AR;003;60010;MUELLE PROFERTIL
AR;003;60011;COMPANIA MEGA SA
AR;003;60012;PTO GALVAN SITIO 5
AR;003;60013;PTO GALVAN SITIO 6
AR;003;60014;PTO GALVAN POSTA 1
AR;003;60015;PTO GALVAN POSTA 2
AR;003;60016;OLEGINOSAS MORENO
AR;003;60017;MUELLE UTE
AR;003;60025;MUELLE PUERTO ROSALES
AR;003;60026;MUELLE SITIO 21
AR;003;8800O;LA REFORMA SRL
AR;003;8800W;DTA SA EN FORMACION
AR;003;88011;DEPOSITO PUBLICO-ZFP
AR;003;8801A;TECRO INGENIERIA SA
AR;003;88027;PRODUCTOS PAMPEANOS SA
AR;003;95120;AP ESPORA REMOVIDO
AR;004;12003;DEPOSITO INVAP SE
AR;004;40001;PASO CARDENAL SAMORE
AR;004;40002;PASO RIO MANSO
AR;004;40GN1;PASO VURILOCHE
AR;004;42AC1;RESGUARDO PPAL ADUANA BARILOCHE
AR;004;43004;PASO VICENTE PEREZ ROSALES
AR;004;80PF1;AEROP INT BARILOCHE
AR;008;10014;TERMINAL III TAJIBER EUROAMERICA
AR;008;1100B;DE FI ZARATE SA
AR;008;1100E;DEPOSITO LOINZA S A
AR;008;1100U;CRUMA SERVICIOS INDUSTRIALES SRL
AR;008;1100W;PETROMINING SOCIEDAD ANONIMA
AR;008;1100Z;DEP FISCAL TRANSPORTES FURLONG
AR;008;11012;COMERCIAL SAN PATRICIO SRL
AR;008;11015;QBOX SA
AR;008;11020;DEPOSITO CARBOCLOR
AR;008;11031;DEP FISCAL MARIPASA
AR;008;11033;SISTEMAS INTEGRALES DE ALMACENAJE S
AR;008;11050;DEPOSITO EUROAMERICA
AR;008;11060;DEP FISCAL VITCO
AR;008;11130;DEPOSITO SERVITRUCK
AR;008;11170;DEP FISCAL TAGSA
AR;008;11180;DEPOSITO FISCAL DELTA DOCK
AR;008;11189;TRANSPORTE PADILLA SA
AR;008;11200;PUERTO SECO Y LOGISTICA CHIVILCOY
AR;008;11250;COLD LAND SA
AR;008;11300;DEP FISCAL POBATER SA
AR;008;12040;DEPOSITO SIDERCA
AR;008;12080;DEP FISCAL SOFTYS
AR;008;1405I;PLAYON M TERMINAL ZARATE
AR;008;15018;TQ 207 POBATER TEMPORAL
AR;008;1501A;TQ 203 PETROMINING
AR;008;1501B;TQ 201 PETROMINING
AR;008;1501D;TQ 104 PETROMINING
AR;008;1501E;TQ 101 PETROMINING
AR;008;1501F;TQ 102 PETROMINING
AR;008;1501G;TQ 103 PETROMINING
AR;008;1501H;TQ 21336 CARBOCLOR
AR;008;1501I;TQ 21337 CARBOCLOR
AR;008;1501J;TQ 21338 CARBOCLOR
AR;008;1501K;TQ 21339 CARBOCLOR
AR;008;1501L;TQ 21340 CARBOCLOR
AR;008;1501M;TQ 21341 CARBOCLOR
AR;008;1501N;TQ 21342 CARBOCLOR
AR;008;1501O;TQ 21343 CARBOCLOR
AR;008;1501Q;TQ 21345 CARBOCLOR
AR;008;1501R;TQ 20 TAGSA TEMPORAL
AR;008;1501S;TQ 22 TAGSA
AR;008;1501T;TK 30 TAGSA TEMPORAL
AR;008;1501U;TQ 34 TAGSA
AR;008;1501V;TQ 47 TAGSA
AR;008;1501W;TQ 52 TAGSA
AR;008;1501X;TQ 53 TAGSA
AR;008;1501Y;TQ 54 TAGSA
AR;008;1501Z;TQ 55 TAGSA
AR;008;15022;TQ 21346 CARBOCLOR
AR;008;15023;TQ 66 TAGSA
AR;008;15024;TQ 57 TAGSA
AR;008;15026;TQ 59 TAGSA
AR;008;15027;TQ 60 TAGSA
AR;008;15028;TQ 65 TAGSA
AR;008;15029;TQ 69 TAGSA
AR;008;1502A;TQ 71 TAGSA
AR;008;1502B;TQ 72 TAGSA
AR;008;1502C;TQ 73 TAGSA
AR;008;1502D;TQ 19 VITCO
AR;008;1502E;TQ 18 VITCO
AR;008;1502F;TQ 17 VITCO
AR;008;1502G;TQ 16 VITCO
AR;008;1502H;TQ 13 VITCO
AR;008;1502I;TQ 12 VITCO
AR;008;1502J;TQ 11 VITCO
AR;008;1502K;TQ 10 VITCO
AR;008;1502L;TQ 9 VITCO
AR;008;1502M;TQ 8 VITCO
AR;008;1502N;TQ 7 VITCO
AR;008;1502O;TQ 6 VITCO
AR;008;1502P;TQ 5 VITCO
AR;008;1502Q;TQ 4 VITCO
AR;008;1502R;TQ 2 VITCO
AR;008;1502S;TQ 1 VITCO
AR;008;1502U;TQ 106 POBATER TEMPORAL
AR;008;1502X;TQ 103 POBATER
AR;008;15032;TQ 100 POBATER
AR;008;1503F;TQ 23 VITCO TEMPORAL
AR;008;1503H;TQ 21365 CARBOCLOR
AR;008;1503I;TQ 79 TAGSA
AR;008;1503U;TQ 19 TAGSA
AR;008;1503W;TQ 81 TAGSA
AR;008;1503X;TQ 44 TAGSA
AR;008;15043;TQ 21347 CARBOCLOR
AR;008;15044;TQ 21347 CARBOCLOR
AR;008;15045;TQ 21364 CARBOCLOR
AR;008;15046;TQ 29 TAGSA
AR;008;15047;TQ 1 TAGSA
AR;008;15048;TQ 41 TAGSA
AR;008;15049;TQ 46 TAGSA
AR;008;1504A;TQ 40 TAGSA
AR;008;1504B;TQ 21349 CARBOCLOR
AR;008;1504C;TQ 21377 CARBOCLOR
AR;008;1504D;TQ 21378 CARBOCLOR
AR;008;1504E;TQ 21379 CARBOCLOR
AR;008;1504F;TQ 21380 CARBOCLOR
AR;008;1504G;TQ 12 TAGSA
AR;008;1504H;TQ 45 TAGSA
AR;008;1504I;TQ 43 TAGSA
AR;008;1504J;TQ 39 TAGSA
AR;008;1504K;TQ 24 TAGSA
AR;008;1504M;TQ 201 POBATER TEMPORAL
AR;008;1504Q;TQ 38 TAGSA
AR;008;1504S;TQ 33700 CARBOCLOR
AR;008;1504T;TQ 33701 CARBOCLOR
AR;008;1504Z;TQ 18 TAGSA
AR;008;15052;TQ 48 TAGSA
AR;008;15053;TQ 51 TAGSA
AR;008;15056;TQ 68 TAGSA
AR;008;15057;CARBOCLOR TANQUE 21348
AR;008;15058;TQ 77 TAGSA
AR;008;15059;TQ 33703 CARBOCLOR
AR;008;1505A;TQ 8 TAGSA
AR;008;1505B;TQ 21363 CARBOCLOR
AR;008;1505C;TQ 209 POBATER
AR;008;1505D;TQ 3 VITCO
AR;008;1505E;TQ 21348 CARBOCLOR
AR;008;1505F;TQ 50 TAGSA
AR;008;1505G;TQ 87 TAGSA
AR;008;1505H;TQ 14 VITCO
AR;008;1505J;TQ 15 TAGSA
AR;008;1505L;TAGSA TQ 91
AR;008;1505N;TQ 95 TAGSA
AR;008;1505O;TQ 2 TAGSA
AR;008;1505P;TQ 3 TAGSA
AR;008;1505Q;TQ 4 TAGSA
AR;008;1505S;TQ 6 TAGSA
AR;008;1505T;TQ 7 TAGSA
AR;008;1505U;TQ 9 TAGSA
AR;008;1505V;TQ 10 TAGSA
AR;008;1505W;TQ 63 TAGSA
AR;008;1505X;TQ 11 TAGSA
AR;008;1505Y;TQ 13 TAGSA
AR;008;1505Z;TQ 14 TAGSA
AR;008;15062;TQ 16 TAGSA
AR;008;15063;TQ 17 TAGSA
AR;008;15064;TQ 21 TAGSA
AR;008;15065;TQ 23 TAGSA
AR;008;15066;TQ 25 TAGSA
AR;008;15067;TQ 26 TAGSA
AR;008;15068;TQ 27 TAGSA
AR;008;15069;TQ 28 TAGSA
AR;008;1506A;TQ 31 TAGSA
AR;008;1506B;TQ 32 TAGSA
AR;008;1506C;TQ 33 TAGSA
AR;008;1506D;TQ 35 TAGSA
AR;008;1506E;TQ 36 TAGSA
AR;008;1506F;TQ 37 TAGSA
AR;008;1506G;TQ 42 TAGSA
AR;008;1506H;TQ 49 TAGSA
AR;008;1506I;TQ 56 TAGSA
AR;008;1506K;TQ 64 TAGSA
AR;008;1506L;TQ 67 TAGSA
AR;008;1506M;TQ 70 TAGSA
AR;008;1506N;TQ 74 TAGSA
AR;008;1506O;TQ 75 TAGSA
AR;008;1506P;TQ 76 TAGSA
AR;008;1506Q;TQ 78 TAGSA
AR;008;1506R;TQ 80 TAGSA
AR;008;1506S;TQ 82 TAGSA
AR;008;1506T;TQ 83 TAGSA
AR;008;1506U;TQ 84 TAGSA
AR;008;1506V;TQ 85 TAGSA
AR;008;1506W;TQ 86 TAGSA
AR;008;1506X;TQ 88 TAGSA
AR;008;1506Y;TQ 15 TAGSA
AR;008;1506Z;TQ 21350 CARBOCLOR
AR;008;15071;TQ 21352 CARBOCLOR
AR;008;15072;TQ 21358 CARBOCLOR
AR;008;15073;TQ 21359 CARBOCLOR
AR;008;15074;TQ 21360 CARBOCLOR
AR;008;15075;TQ 21361 CARBOCLOR
AR;008;15076;TQ 21362 CARBOCLOR
AR;008;6000X;MUELLE PETROMINING SA
AR;008;60013;MUELLE EUROAMERICA - ANEXO TAJIBER
AR;008;60021;MUELLE CARBOCLOR
AR;008;60035;MUELLE PAN AMERICAN ENERGY (PAE)
AR;008;6003Z;MUELLE PUERTO PIAP SA TEMPORAL
AR;008;60041;MUELLE SIDERCA
AR;008;60051;MUELLE EUROAMERICA
AR;008;60061;MUELLE VITCO
AR;008;60071;MUELLE RHASA
AR;008;60091;MUELLE TERMINAL ZARATE
AR;008;60171;MUELLE TAGSA
AR;008;60190;MUELLE DEPSA
AR;008;60195;MUELLE 1 DELTA DOCK
AR;008;60196;MUELLE 2 DELTA DOCK
AR;008;60198;MUELLE 1 MOLCA
AR;008;60204;MUELLE 2 MOLCA
AR;008;75042;DOMICILIARIA SIDERCA
AR;008;75141;DOMICILIARIA TOYOTA
AR;008;75303;HONDA MOTOR DE ARG SA
AR;008;90001;FF.CC. GRAL BELGRANO
AR;008;90002;FF.CC. GRAL URQUIZA
AR;008;90003;FF.CC. GRAL. MITRE
AR;010;42003;ZPA SAENZ PENA BARRANQUERAS
AR;010;43001;PASO PUERTO BERMEJO-PUERTO PILAR
AR;010;43PN1;PASO PTO LAS PALMERAS-PTO HUMAITA
AR;010;60002;PUERTO BARRANQUERAS
AR;010;60007;COMPANIA LOGISTICA DEL NORTE SA
AR;010;60ACA;MUELLE ACA
AR;012;11002;DEPOSITO FISCAL BUENOS AIRES SA
AR;012;40001;RESG PTO PILCOMAYO
AR;012;40002;PASO PASARELA LA FRATERNIDAD
AR;012;40GN1;PASO COL GRAL BELGRANO-GRAL
AR;012;40GN2;PASO ISLETA-PARAJE ROJAS SILVA
AR;012;41001;ACI CLORINDA-P FALCON IMP
AR;012;41002;ACI CLORINDA-P FALCON EXP
AR;012;43001;PASO PTO PILCOMAYO-PTO ITA
AR;013;41000;ACI COLON-PAYSANDU
AR;013;43PN1;PASO PUERTO COLON-PUERTO PAYSANDU
AR;013;70000;TRANSPORTADORA GAS DEL NORTE SA
AR;014;11145;ADM PORT DEL PUERTO COMODORO RIVA
AR;014;20ZFP;ZPCA ZF COMODORO RIVADAVIA
AR;014;40141;PASO COYHAIQUE (HITO 45)
AR;014;40142;PASO HUEMULES (HITO 50)
AR;014;40GN1;PASO LAS PAMPAS
AR;014;40GN2;PASO PAMPA ALTA
AR;014;40GN3;PASO RIO FRIAS APPLEG-APPELEG
AR;014;40GN4;PASO TRIANA
AR;014;42111;ZONA PRIMARIA-PTO C RIVADAVIA
AR;014;60P01;PUERTO COMODORO RIVADAVIA
AR;014;80112;AEROP INT COMODORO RIVADAVIA
AR;014;88007;NOVOMET ARGENTINA SA
AR;014;88008;VENVER SA
AR;014;8800B;ELECTRIFICADORA DEL VALLE SA
AR;014;8800C;GEOSERVICES SA SUC ARGENTINA
AR;014;8800E;WEATHERFORD INTERNATIONAL
ARGENTINA;;;ARGENTINA
AR;014;8800G;POLIFUNSION SUR SA
AR;014;8800H;JOHN PHILLIPS SA
AR;014;8800I;AVILA GUSTAVO OMAR
AR;014;8800J;HIDROIL SRL
AR;014;8800K;ESPINOLA MARCELA VIVIANA
AR;014;8800L;LUFKIN ARG ACQUISITION COMPANY SRL
AR;014;88168;FABIAN MACAGLIA ZF
AR;014;88175;HALLIBURTON ARG ZF
AR;014;95AER;AP C RIVADAVIA REMOVIDOS
AR;015;43PN1;PASO PUERTO C DEL URUGUAY-PAYSANDU
AR;015;60004;MUELLES 3Y4 CONCEPC DEL URUGUAY
AR;015;60005;PUERTO CONCEPCION DEL URUGUAY
AR;015;60006;PUERTO CONCEPCION DEL URUGUAY
AR;015;60007;PUERTO CONCEPCION DEL URUGUAY
AR;016;41FCC;ACI CONCORDIA-FFCC
AR;016;41PSG;ACI CONCORDIA-SALTO
AR;016;42001;RESGUARDO AYUI Z P A (C T M)
AR;016;43001;PASO PUERTO CONCORDIA-PUERTO SALTO
AR;016;43PN1;PASO PUERTO LUIS-CONSTITUCION
AR;016;43PN2;PASO PTO FEDERACION-VILLA CONST
AR;016;43PN3;PASO SANTA ELOISA-BELEN
AR;017;11004;TORTONE S A
AR;017;1100L;CAMARA DE COMERCIO EXTERIOR DE
AR;017;1100P;DEPOSITO FISCAL CORDOBA SA
AR;017;1100T;MARE LOGISTICA INTERNACIONAL SAS
AR;017;11046;DF ZOFRACOR SA
AR;017;1200B;DEPOSITO CLAAS ARG SA
AR;017;12043;DREAN SA
AR;017;1300K;AEROLINEAS ARGENTINAS SA
AR;017;1301B;FADEA
AR;017;1700Y;DEP FISCAL CORDOBA SA SILO 1
AR;017;1700Z;DEP FISCAL CORDOBA SA SILO 2
AR;017;20006;ZPCA ZF CORDOBA
AR;017;75007;RENAULT ARGENTINA SA
AR;017;75009;AR   017   75009   A D VOLKSWAGEN ARGENTINA
AR;017;7500E;ARCOR CORDOBA
AR;017;7500I;NISSAN ARGENTINA SA
AR;017;7500U;CNH INDUSTRIAL ARG SA
AR;017;7500V;CNH ARGENTINA SA
AR;017;7500W;IVECO ARGENTINA SA
AR;017;75037;FIAT AUTO ARGENTINA
AR;017;75042;CNH INDUSTRIAL ARG SA
AR;017;75777;ARCOR COLONIA CAROYA
AR;017;75778;ARCOR ARROYITO
AR;017;80001;AEROP INT CORDOBA
AR;017;88101;PUBLICO ZOFRACOR
AR;017;88102;ZOFRACOR SA
AR;018;14002;DIRECCION DE TRANSPORTE FLUVIAL Y P
AR;018;43001;PASO PTO ITATI-ITA CORA
AR;018;43002;PUERTO PASO DE LA PATRIA
AR;018;43003;PASO PTO ITA IBATE-PANCHITO LOPEZ
AR;018;43PN2;PASO YAHAPE-CERRITO
AR;018;60100;PUERTO DE CORRIENTES
AR;018;80001;AEROP INT CORRIENTES
AR;019;11001;DEPOSITO COSTANERA SA
AR;019;11003;PLAZOLETA FISCAL UNEPOSC
AR;019;40007;PASO FRONTERIZO RIO MOSCO
AR;019;40GN3;PASO RIO MAYER RIBERA NORTE
AR;019;60001;MUELLE PUERTO DESEADO
AR;020;60002;ENTE AUTARQUICO PUERTO DIAMANTE
AR;020;60005;CARGILL SACI-DIAMANTE
AR;020;60006;MUELLE CATTORINI HNOS SA
AR;023;40001;PASO FUTALEUFU
AR;023;40002;PASO RIO ENCUENTRO
AR;023;40003;PASO RIO PUELO
AR;023;43001;PASO RIO PUELO (FLUVIAL)
AR;023;83S23;DEP EQUIP VARIOS A ARG AEROP ESQUEL
AR;024;40GN1;PASO EL REMANSO-LA VERDE
AR;024;40GN2;PASO LAMADRID-MISION SAN LEONARDO
AR;024;42PNF;ZPA PTO NUEVO FORMOSA
AR;024;43002;PASO PTO FORMOSA-ALBERDI
AR;024;80000;AEROP INT FORMOSA
AR;025;95100;RESGUARDO PRINCIPAL GOYA
AR;026;11002;DEPOSITO DEL GUAZU SA
AR;026;17003;DEL GUAZU SA CELDA 1
AR;026;40000;PASO GUALEGUAYCHU-F BENTOS
AR;026;41000;ACI PUENTE INT GRAL SAN MARTIN
AR;026;43PN1;PASO PTO PARANACITO-NUEVA PALMIRA
AR;026;43PN2;PASO PTO BOCA GUALEGUAYCHU-F
AR;026;60000;PUERTO IBICUY
AR;026;60001;PUERTO DEL GUAZU
AR;026;60003;TERMINAL PORTUARIA DEL GUAZU
AR;026;60004;MUELLE DE CARGA GRAL N 2-DEL GUAZU
AR;029;20001;ZPCA ZF MAYORISTA
AR;029;20002;ZPCA ZF MINORISTA (TIENDA LIBRE)
AR;029;40001;PUENTE INT TANCREDO NEVES
AR;029;40002;PTEINT TANCREDO NEVES-CARGAS
AR;029;43001;PASO PUERTO IGUAZU-PUERTO MEIRA
AR;029;43002;PASO PTO IGUAZU-PTO TRES FRONTERAS
AR;029;43003;PASO PTO EL DORADO-PTO MAYOR OTANO
AR;029;43PN1;PASO PTO LIBERTAD-PTO D M DE IRALA
AR;029;43PN2;PASO PUERTO WANDA-PUERTO ITA VERA
AR;029;43PN3;PASO PTO MADO-PTO LOMAS VALENTINA
AR;029;43PN4;PASO PTO VICTORIA-CAPITAN URBINA
AR;029;43PN6;PASO PTO PIRAY-PTO 7 DE AGOSTO
AR;029;43PN7;PASO PTO MONTECARLO-APE AYME
AR;029;80001;AEROP INT IGUAZU
AR;029;88001;ZONA FRANCA PUERTO IGUAZU
AR;029;88004;LONDON FREE ZONE SA
AR;031;40001;PASO JAMA
AR;031;42001;ZONA PRIMARIA PALPALA
AR;031;70001;ESTACION MEDICION EL ROSAL
AR;031;70002;ESTACION MEDICION EL ROSARIO
AR;031;80003;AEROP INT JUJUY
AR;033;1000C;TECPLATA SA
AR;033;11005;ICM EICA SA
AR;033;12477;MAFISSA
AR;033;20021;ZPCA ZF LA PLATA
AR;033;60001;SITIO 7 COPETRO
AR;033;60002;SITIO 8 COPETRO
AR;033;60003;SITIO 9 CONSORCIO
AR;033;60004;SITIO 10 YPF
AR;033;60005;SITIO 11 YPF
AR;033;60006;SITIO 12 YPF
AR;033;60007;SITIO 13 YPF
AR;033;60008;SITIO 14 YPF
AR;033;60009;SITIO 15 YPF
AR;033;60010;SITIO 16 YPF
AR;033;60011;SITIO 17 CONSORCIO
AR;033;60013;SITIO 19 CONSORCIO
AR;033;60014;SITIO 20 CONSORCIO
AR;033;60015;SITIO 23 ARS
AR;033;60016;PTO ROCA SIDERAR
AR;033;60ST1;SITIO 1 CONSORCIO
AR;033;60ST2;SITIO 2 CONSORCIO
AR;033;60ST3;SITIO 3 CONSORCIO
AR;033;60ST4;SITIO 4 CONSORCIO
AR;033;60ST5;SITIO 5 CONSORCIO
AR;033;60ST6;SITIO 6 CONSORCIO
AR;033;70000;GASODUCTO CRUZ DEL SUR
AR;033;88001;SARANDI LOGISTICA SA
AR;033;88004;LOS PINOS ZONA FRANCA SA
AR;033;88007;ZONA LOGISTICA LOTE 2 Y 15
AR;033;88009;FRANCA IMPEX SA
AR;033;8800B;LOGISTORE SRL
AR;033;8800D;IMCOPESA SA
AR;033;8800L;LOGISTIC POINT SA
AR;033;88010;LOS PINOS ZONA FRANCA SA
AR;033;88015;LOGISTICA INTEGRAL ZONA FRANCA SA
AR;033;88021;LOGISTICA INTEGRAL ZONA FRANCA SA
AR;033;88022;LOGISTICA INTEGRAL ZONA FRANCA SA
AR;033;88025;LOGISTICA INTEGRAL ZONA FRANCA SA
AR;033;88027;LOGISTICA INTEGRAL DE CARGAS SA
AR;033;88028;LOGISTICA INTEGRAL DE CARGAS SA
AR;033;88038;RODAMET SACI
AR;033;88039;ZONA LOGISTICA SA
AR;033;88041;JLG LOGISTIC GROUP SA
AR;033;88042;JLG LOGISTIC GROUP SA
AR;033;88049;JLG LOGISTIC GROUP SA
AR;033;88051;JLG LOGISTIC GROUP SA
AR;033;88054;UNITED COMPANY SA
AR;033;88057;UNITED LOGISTIC SA
AR;033;88060;IGARRETA MAQUINAS SA
AR;033;88061;JIDOKA SRL
AR;033;88062;BUILDING TIME SA
AR;033;88064;COTIA COMEX SA
AR;033;88066;BUILDING TIME SA
AR;033;88067;EURO FRANC SA
AR;033;88068;EMBASSY ZONA FRANCA SA
AR;033;88069;EMPRENDIMIENTO ZONA FRANCA SA
AR;033;88070;HEINLEIN DEPOSITOS Y TRADING SA
AR;033;88073;TRADE UP SRL
AR;033;88074;EURO FRANC SA
AR;033;88083;FIZ SA
AR;033;88084;INTERNATIONAL CHARGE SA
AR;033;88086;FREE WAY CORP SA
AR;033;88088;INTERNATIONAL CHARGE SA
AR;033;88089;ZONA PRODUCTIVA SA
AR;033;88090;SARANDI LOGISTICA SA
AR;033;88112;JORGE E PHOTIADES SA
AR;033;88114;JAB COMERCIO EXTERIOR Y ADUANA SRL
AR;033;88125;LA PLATA OFF SHORE SA
AR;033;88134;LOGISTICA INTEGRAL DE CARGAS SA
AR;033;88150;MARGUS TRADING SA
AR;033;88168;PATRICA S A
AR;033;88171;PLAZA FRANCA SA
AR;033;88176;PROPATO HNOS SAIC
AR;033;88181;RED IMPORT SRL
AR;033;88184;RODAMET SACI
AR;033;88191;SERVICIOS DE LOGISTICA SA (1)
AR;033;88192;SERVICIOS DE LOGISTICA SA
AR;033;88221;TRADE UP SRL
AR;033;88232;WORKHOUSE SERVICE SA
AR;033;88239;ENTE ADMIN ASTILLERO RIO SANTIAGO
AR;033;88244;LA PLATA STORE SA
AR;033;88245;BAZFLP PLAYA N 6
AR;033;88246;LOS PINOS ZONA FRANCA SA
AR;033;88268;SERVICIO INTEGRAL ZONA FRANCA SA
AR;033;88270;JLG LOGISTIC GROUP SA
AR;033;88480;BERMEJO JULIO CESAR
AR;033;88481;PROWOOD SA
AR;033;88482;UNITED LOGISTIC COMPANY SA
AR;033;88483;ATR COMERCIO EXTERIOR SAS
AR;033;88484;LOGRO ZONA FRANCA SA
AR;033;88488;MARRAC SRL
AR;033;88489;GSB SERVICIOS ESPECIALES SA
AR;033;88490;SA DE GIACOMO
AR;033;88491;SELODIAL SA
AR;033;88494;SABINUR SII M10 L6B
AR;033;88499;LOGISTICA AZ SA
AR;033;88700;DEL PLATA LOGISTICA SA
AR;033;88703;REALTEX S A
AR;033;88704;IMPRESOS VELOX SRL
AR;033;88706;ZONA PRODUCTIVA S A
AR;033;88707;BUILDING TIME SA
AR;033;88708;BUILDING TIME S A
AR;033;88709;BUILDING TIME S A
AR;033;88712;JIDOKA SRL
AR;033;88713;INTERNATIONAL CHARGE SA
AR;033;88715;LOGISTICA INTEGRAL ZONA FRANCA SA
AR;033;88800;SARANDI LOGISTICA SA
AR;033;88CFR;COMERICAL FRANC SA
AR;033;9500Y;PRESENTACIONES
